sgRNA	Gene	MDA-MB-231-Reference	MDA-MB-231-Baseline	MDA-MB-231-Vehicle-1	MDA-MB-231-Vehicle-2	MDA-MB-231-Cpd-1	MDA-MB-231-Cpd-2
sg_268_3	AMH	1891	2397	2379	3034	1665	3697
sg_3945_3	LDHB	2132	2291	1881	2882	2812	3228
sg_26476_3	OR10J1	908	1315	849	1598	1200	1264
sg_64112_1	MOAP1	918	1178	1940	2434	1670	1609
sg_56894_1	AGPAT3	1107	1234	295	1003	575	489
sg_1741_1	DLG3	801	958	427	588	1379	1048
sg_30827_3	CXXC1	3783	3827	2062	1573	3312	4041
sg_100528021_3	ST20-MTHFS	1438	1427	943	1765	1029	1011
sg_54477_1	PLEKHA5	2769	3530	2502	5795	5646	4102
sg_5889_4	RAD51C	2771	3159	0	0	11	138
sg_11339_2	OIP5	1640	1385	0	0	0	8
sg_283248_4	RCOR2	1162	1553	1095	902	1538	2107
sg_6757_2	SSX2	1581	1964	2273	2511	3838	4163
sg_138255_2	C9orf135	1443	1621	1870	1539	3254	3593
sg_5747_2	PTK2	1813	805	0	0	14	33
sg_340441_3	POTEA	2186	3002	2460	5004	2521	2697
sg_389763_2	SPATA31D1	1057	1111	1257	2924	1619	1887
sg_2011_2	MARK2	1459	1136	155	251	188	153
sg_146540_3	ZNF785	744	1008	647	816	924	506
sg_6947_2	TCN1	3317	3838	4730	6034	5802	4908
sg_54538_3	ROBO4	1952	2851	2557	4636	2912	3968
sg_2565_2	GABRG1	3665	5144	5143	7820	5315	7357
sg_2650_4	GCNT1	1578	1717	2318	3421	3530	3480
sg_8733_3	GPAA1	3392	3912	2043	2875	2690	3243
sg_55640_4	FLVCR2	673	696	967	1680	1961	794
sg_401666_2	OR51A4	1479	1837	1845	2660	2633	1893
sg_113026_4	PLCD3	969	979	502	981	1249	1183
sg_51569_2	UFM1	1316	1233	67	123	21	49
sg_151242_4	PPP1R1C	1085	1384	2486	1998	1694	2080
sg_285193_3	DUSP28	1372	1269	936	1680	1429	1369
sg_729574_1	FAM231A	3259	1858	630	1174	1160	879
sg_84708_1	LNX1	3463	3609	3487	6445	4973	3301
sg_84790_1	TUBA1C	3014	253	0	0	0	0
sg_408029_3	C2orf27B	2332	724	17	24	37	38
sg_26960_2	NBEA	4202	3985	3891	6562	3047	5280
sg_57144_3	PAK7	2530	3608	3507	5502	5235	4086
sg_164592_1	CCDC116	855	689	425	639	250	646
sg_653720_1	GOLGA8M	2304	1815	1347	2710	3725	2144
sg_147837_1	ZNF563	1928	2113	2179	4414	3152	2995
sg_56938_4	ARNTL2	1019	786	1152	974	1866	1291
sg_170689_4	ADAMTS15	2061	2053	1960	3520	2081	2780
sg_118_1	ADD1	4971	5966	5221	9127	7276	7019
sg_54928_2	IMPAD1	1219	967	597	1212	535	841
sg_4879_1	NPPB	3030	4363	5864	7882	6326	5424
sg_55100_3	WDR70	1762	316	16	0	21	42
sg_41_3	ASIC1	1739	1159	671	1727	870	1131
sg_93659_1	CGB5	3506	3251	1847	4136	3286	3668
sg_3092_2	HIP1	4994	5541	6044	9219	6209	7327
sg_122618_4	PLD4	955	1140	626	1010	876	1440
sg_84945_1	ABHD13	3231	4181	3866	6683	4701	5261
sg_102157402_4	AK6	1152	938	66	68	75	81
sg_51409_1	HEMK1	3121	3406	2687	2377	5114	4379
sg_402117_4	VWC2L	519	663	547	420	636	1356
sg_219539_1	YPEL4	2678	3324	4543	4137	3902	4936
sg_56934_3	CA10	1453	1596	1463	4255	2031	3168
sg_3290_1	HSD11B1	3062	4433	2973	3857	3850	4461
sg_388276_1	C16orf97	2646	3007	2262	3945	3375	3909
sg_202915_2	TMEM184A	3321	3872	5017	6849	6536	4917
sg_203100_4	HTRA4	3958	4225	2677	4886	6191	4935
sg_1468_4	SLC25A10	2239	1999	2384	2445	3214	2512
sg_10046_4	MAMLD1	812	672	344	945	839	413
sg_151449_1	GDF7	1384	1339	882	2675	656	2381
sg_27243_1	CHMP2A	226	63	238	60	159	0
sg_5582_1	PRKCG	1636	2339	1737	2942	2475	2371
sg_138199_4	C9orf41	1765	2050	1001	1818	684	997
sg_51340_4	CRNKL1	1948	106	0	0	0	0
sg_5728_3	PTEN	1889	1808	1283	3635	1820	2017
sg_444_1	ASPH	2330	2647	2123	3846	4323	3662
sg_23762_2	OSBP2	3214	3872	2588	3041	3386	3765
sg_9435_3	CHST2	1597	1899	1504	2598	1954	4080
sg_9956_1	HS3ST2	1475	1711	1233	1935	1201	1699
sg_1381_2	CRABP1	2030	2442	2160	3743	2913	2695
sg_29953_2	TRHDE	642	569	1312	1760	1450	686
sg_51473_3	DCDC2	1880	2600	2689	3388	3898	3485
sg_54577_1	UGT1A7	2696	3311	5636	6252	5999	5399
sg_30812_1	SOX8	3072	4423	4141	6583	5288	6132
sg_5919_4	RARRES2	2218	1252	261	401	438	402
sg_23742_1	NPAP1	1812	1892	1087	1190	843	665
sg_23031_3	MAST3	1251	1142	1287	1737	985	1925
sg_391365_2	SULT6B1	1341	1092	878	1438	925	1129
sg_NTC_740	Non_Targeting_Control_740	2938	5083	6985	12434	8365	9811
sg_9777_4	TM9SF4	650	403	90	127	121	45
sg_339221_3	ENPP7	3289	3736	2834	6405	4410	4997
sg_220979_2	C10orf25	1830	1686	702	1289	868	888
sg_6035_1	RNASE1	3510	4254	3065	3575	3168	3917
sg_150681_2	OR6B3	1317	2050	1858	3545	2222	4252
sg_55262_4	C7orf43	315	420	767	1115	984	1122
sg_401388_1	C7orf76	1481	2320	1689	2095	2438	1722
sg_7980_2	TFPI2	1521	1838	1233	2051	1885	1599
sg_54751_1	FBLIM1	1538	1550	843	1023	942	1377
sg_1823_4	DSC1	1027	1437	1975	2963	1861	2875
sg_127077_3	OR2T11	1505	2203	1364	2206	1718	2550
sg_NTC_185	Non_Targeting_Control_185	5629	7091	11144	15451	11627	12854
sg_8233_4	ZRSR2	1708	1829	933	1097	628	1416
sg_5395_3	PMS2	3882	4599	5777	10653	10358	7606
sg_386681_2	KRTAP10-8	2812	4544	4416	7703	6078	8568
sg_342908_1	ZNF404	3589	4223	2539	3663	3891	3159
sg_4084_1	MXD1	2466	2603	2382	3151	3383	2684
sg_717_1	C2	3459	3682	3583	4382	3845	4592
sg_80228_2	ORAI2	4319	6060	4607	8125	7852	7328
sg_115294_4	PCMTD1	1731	1504	1145	2762	1925	1980
sg_22836_1	RHOBTB3	3252	3614	3276	3397	6490	5639
sg_10641_1	NPRL2	1178	902	1170	1764	1091	1133
sg_4716_4	NDUFB10	1542	1741	392	365	368	621
sg_23386_3	NUDCD3	3095	3193	712	2018	1322	3067
sg_317781_1	DDX51	2073	1916	79	501	142	432
sg_27146_1	FAM184B	1294	1694	2050	1987	3362	2220
sg_392392_1	OR1K1	2340	3433	1863	3206	4511	3393
sg_11007_3	CCDC85B	1109	1259	751	1578	899	2120
sg_538_1	ATP7A	2435	2573	3474	4865	4827	4070
sg_81671_4	VMP1	775	677	0	0	0	0
sg_5222_4	PGA5	1450	2017	2179	4711	3093	2703
sg_487_1	ATP2A1	1522	1863	1498	2100	2023	1386
sg_115024_4	NT5C3B	2201	1857	1319	2549	1587	3332
sg_NTC_695	Non_Targeting_Control_695	2926	4388	8680	9080	9891	10741
sg_1132_2	CHRM4	1570	1878	1420	1552	1884	2089
sg_2328_3	FMO3	3640	4766	4199	6406	6349	4582
sg_9732_2	DOCK4	2770	2654	1366	1761	1932	1502
sg_10462_2	CLEC10A	2432	2838	1486	2955	2313	1939
sg_9088_2	PKMYT1	2767	1907	719	1069	637	748
sg_124565_1	SLC38A10	910	703	111	557	409	441
sg_3376_2	IARS	1239	493	0	0	0	0
sg_27124_3	INPP5J	3389	5063	4001	6786	7755	6398
sg_10319_3	LAMC3	2729	3566	1538	3911	3291	2588
sg_8646_4	CHRD	1753	1729	2141	2009	2866	1839
sg_54764_4	ZRANB1	2237	2760	2214	3679	3967	4260
sg_6160_1	RPL31	1179	182	3340	4775	3030	2944
sg_1045_3	CDX2	1868	1635	617	807	1136	775
sg_23328_3	SASH1	1106	1348	1682	2735	1692	1763
sg_57650_2	KIAA1524	2936	2515	1926	2098	683	1689
sg_134353_3	LSM11	4301	4512	20	214	144	96
sg_7159_4	TP53BP2	1705	1940	779	1994	842	1245
sg_348980_4	HCN1	1258	1694	2542	3656	2875	3556
sg_2201_3	FBN2	235	266	8	17	177	5
sg_5624_2	PROC	1570	1746	1128	1828	1928	1989
sg_345643_4	MCIDAS	1141	884	367	595	622	835
sg_118429_2	ANTXR2	2528	3427	3857	5282	3555	3635
sg_4909_2	NTF4	2885	2935	739	585	664	921
sg_65987_2	KCTD14	1147	1020	1513	1477	1666	1068
sg_374973_4	TEX38	2283	2320	3383	4551	3606	3709
sg_55825_3	PECR	3453	4386	3783	5545	4597	5372
sg_5360_2	PLTP	1600	1672	1132	1801	908	837
sg_10886_2	NPFFR2	3349	3681	3019	2742	3099	3043
sg_79583_2	TMEM231	1175	1168	713	1318	1650	1240
sg_389170_3	LEKR1	2539	2991	4049	5016	4181	5300
sg_54918_3	CMTM6	1262	1336	1670	2037	1109	1484
sg_84529_2	C15orf41	658	767	604	497	1053	650
sg_64132_2	XYLT2	1522	1774	2788	3965	4260	3319
sg_3845_2	KRAS	2789	1529	127	105	213	36
sg_9986_2	RCE1	3143	2142	696	1186	1544	1873
sg_65268_1	WNK2	3462	4041	3275	5365	2819	5035
sg_120526_2	DNAJC24	3022	3659	376	265	457	537
sg_79901_2	CYBRD1	2932	3225	2495	3048	2370	4272
sg_6874_2	TAF4	2281	1783	582	1119	859	688
sg_6822_2	SULT2A1	1645	2084	1594	3073	2647	2337
sg_28991_2	COMMD5	1030	1425	2134	1936	1512	911
sg_149076_4	ZNF362	3050	3245	2007	4179	4325	2853
sg_8799_1	PEX11B	1616	1395	1212	1001	1944	1493
sg_440829_2	SHISA8	2993	4137	2929	3615	4172	4136
sg_138065_1	RNF183	2862	4065	6970	5902	5667	7622
sg_389400_1	GFRAL	2144	2644	3601	4931	3978	4701
sg_80237_3	ELL3	799	615	599	1511	1261	1389
sg_6345_1	SRL	1882	2047	1914	2687	2587	2988
sg_79171_4	RBM42	796	755	329	304	370	491
sg_431705_4	ASTL	684	420	301	583	312	299
sg_29942_4	PURG	1055	1782	3516	3672	2498	2732
sg_100101467_3	ZSCAN30	841	796	569	490	1034	946
sg_10247_3	HRSP12	757	975	701	709	755	1243
sg_8751_3	ADAM15	2338	3572	2358	4974	3384	3406
sg_55761_1	TTC17	1975	2436	1655	3009	2274	1892
sg_83895_4	KRTAP1-5	1063	1315	646	1171	815	1202
sg_134526_2	ACOT12	1138	1574	1698	2057	2028	1022
sg_10479_1	SLC9A6	1100	1651	2737	4699	3567	5261
sg_1396_1	CRIP1	2404	3583	4193	5622	4606	4618
sg_162963_1	ZNF610	2898	3499	3670	4885	5622	4334
sg_3598_1	IL13RA2	410	566	371	806	711	200
sg_386680_2	KRTAP10-5	2685	4030	3063	4008	3515	3153
sg_60529_3	ALX4	1299	1877	1940	1880	970	1108
sg_7453_2	WARS	1020	399	0	0	6	0
sg_10138_1	YAF2	3152	3357	6002	7009	6972	4363
sg_3399_3	ID3	1273	1220	525	930	709	867
sg_10651_4	MTX2	2920	3313	1798	2825	2653	4159
sg_55095_1	SAMD4B	2705	2397	724	1986	361	793
sg_50835_2	TAS2R9	2067	2462	2881	3823	2815	3291
sg_1636_1	ACE	2068	2231	1103	2274	1929	2474
sg_23524_3	SRRM2	2035	1604	985	1566	715	929
sg_2078_2	ERG	2395	3286	2053	2586	2562	3691
sg_57513_4	CASKIN2	1130	1628	3057	4383	4249	3868
sg_54741_1	LEPROT	1496	1248	959	1472	2097	1013
sg_7270_1	TTF1	1655	1484	1004	1307	1465	1545
sg_54760_2	PCSK4	2682	3698	2631	4525	5006	3682
sg_333926_4	PPM1J	2491	2035	2636	4087	3077	2331
sg_10040_4	TOM1L1	1006	1487	1108	2753	1772	1424
sg_3737_1	KCNA2	1543	1143	1219	1626	2078	1848
sg_27127_2	SMC1B	1306	1803	2019	3044	3493	2973
sg_1891_2	ECH1	2957	3342	2598	4071	2665	2870
sg_151194_3	METTL21A	983	985	1708	2328	1879	2006
sg_4781_2	NFIB	3302	3520	4665	6897	7733	5737
sg_4214_1	MAP3K1	4176	3682	2337	4093	3021	3690
sg_266727_1	MDGA1	4444	3862	3414	5162	4659	6049
sg_85453_1	TSPYL5	2261	2691	1911	2752	2350	2888
sg_905_4	CCNT2	1632	1649	2513	3912	2540	2747
sg_158067_1	AK8	1410	1463	777	920	1521	2576
sg_65003_3	MRPL11	1077	1193	439	168	85	315
sg_6009_1	RHEB	2468	3728	1380	2436	1895	1934
sg_10420_1	TESK2	736	755	1058	3456	1217	1257
sg_84824_3	FCRLA	2459	2343	2644	3337	2502	2819
sg_5025_3	P2RX4	1674	1300	1108	3518	2954	2618
sg_378884_1	NHLRC1	1605	1316	877	1826	1069	1279
sg_9884_1	LRRC37A	3670	608	86	112	52	53
sg_55313_2	CPPED1	1753	1865	729	645	927	873
sg_5169_3	ENPP3	3391	4624	5287	6985	5174	7146
sg_207063_4	DHRSX	1067	1114	178	611	241	158
sg_79727_3	LIN28A	686	970	559	705	738	936
sg_6992_2	PPP1R11	2274	1699	597	772	969	912
sg_53829_3	P2RY13	553	548	645	864	861	720
sg_80714_1	PBX4	2794	4577	5541	8829	7363	5714
sg_79725_2	THAP9	854	915	1216	1857	610	1725
sg_23042_4	PDXDC1	1204	1515	1358	1965	2027	1930
sg_79665_3	DHX40	729	939	815	1384	1827	1482
sg_84083_3	ZRANB3	1601	1298	1666	1320	1166	1210
sg_57325_4	CSRP2BP	904	1121	1575	1930	1410	1494
sg_23396_3	PIP5K1C	3189	4406	3713	6048	4525	4886
sg_10059_1	DNM1L	3898	3111	2148	3236	2504	3089
sg_6262_1	RYR2	1709	2152	1911	2471	2418	2521
sg_NTC_625	Non_Targeting_Control_625	1895	3341	13626	17742	14316	13748
sg_127281_1	FAM213B	1117	1320	2796	2988	3715	2307
sg_152816_2	C4orf26	3489	3660	2711	3938	3881	2973
sg_388523_2	ZNF728	4629	6767	9455	14251	11930	11501
sg_6999_4	TDO2	1341	1696	1008	1397	1166	2088
sg_338751_4	OR52L1	617	853	1585	2252	1142	976
sg_4035_4	LRP1	1069	864	1011	2085	1433	941
sg_100287036_3	LOC100287036	3111	4168	3240	6949	4788	5193
sg_254783_4	OR6C74	1482	1346	1126	783	1550	966
sg_118490_1	MSS51	1417	1607	824	2182	1288	1749
sg_80381_2	CD276	908	1086	1604	2018	2104	2142
sg_8611_2	PPAP2A	826	694	412	1341	429	475
sg_54851_1	ANKRD49	1670	2223	1525	2070	1844	2225
sg_1534_2	CYB561	1498	1335	1475	1882	1514	1497
sg_51316_1	PLAC8	3255	3980	5149	8147	5072	7225
sg_131408_4	FAM131A	1802	2323	1477	3461	2944	4411
sg_6147_1	RPL23A	2303	1372	54	223	30	91
sg_6449_1	SGTA	3096	3385	2518	3057	3341	4145
sg_27153_1	ZNF777	2629	3351	2776	6161	3046	3711
sg_7268_4	TTC4	1055	1007	568	1534	814	951
sg_NTC_810	Non_Targeting_Control_810	3074	4089	6647	7991	6348	6304
sg_3809_3	KIR2DS4	1685	1924	1251	1093	1380	1219
sg_60343_2	FAM3A	1101	1279	972	1086	1602	1278
sg_23633_4	KPNA6	1384	1372	814	1134	1729	1433
sg_55972_1	SLC25A40	1412	1764	1100	1789	2137	1575
sg_6405_2	SEMA3F	2145	1992	1478	2690	2333	4181
sg_56114_2	PCDHGA1	2168	2480	2158	3332	2587	1646
sg_347741_2	OTOP3	1087	1247	1498	1501	1820	1325
sg_161003_3	STOML3	2068	2316	3000	5036	5960	4459
sg_6499_2	SKIV2L	2598	1515	1735	4601	1838	3724
sg_84220_4	RGPD5	3361	1697	1248	2097	1147	2225
sg_93986_1	FOXP2	1196	1366	942	1812	1286	1491
sg_54914_4	FOCAD	2470	3629	3841	6049	6958	5671
sg_196740_3	VSTM4	1108	1070	359	1019	642	555
sg_53615_2	MBD3	1117	1389	1151	1584	1685	827
sg_166379_4	BBS12	535	630	316	175	591	255
sg_26057_2	ANKRD17	3579	3786	4442	4371	3921	4528
sg_55862_1	ECHDC1	1030	1030	1173	2560	1783	673
sg_146894_2	CD300LG	861	588	207	804	101	346
sg_133060_2	OTOP1	2995	3485	3114	3005	4120	3721
sg_158931_2	TCEAL6	2022	3136	4035	4823	4661	4876
sg_58499_3	ZNF462	1276	1558	1823	2241	2318	2327
sg_359948_1	IRF2BP2	488	494	214	401	191	192
sg_NTC_987	Non_Targeting_Control_987	2524	3492	23436	27934	24739	22640
sg_120775_2	OR2D3	1786	2207	3364	4183	3253	2817
sg_283219_3	KCTD21	2427	3385	2365	3806	3999	2478
sg_5810_4	RAD1	2117	1838	143	187	27	6
sg_6247_3	RS1	3195	4246	6222	5922	6331	6949
sg_79905_1	TMC7	2747	3455	3371	8176	4055	4339
sg_399967_2	PATE2	1718	2196	1186	2928	1975	2608
sg_100462983_2	MTRNR2L3	2837	2185	1216	1396	1513	1732
sg_164656_3	TMPRSS6	1868	2427	1651	2666	2094	2868
sg_4814_1	NINJ1	1634	1822	2940	2807	2215	3756
sg_25780_2	RASGRP3	1385	2241	1672	4120	3282	3617
sg_10254_3	STAM2	2624	2839	2868	4103	2862	2579
sg_139067_2	SPANXN3	1832	2236	2001	1557	2100	1792
sg_253314_1	EIF4E1B	2871	3324	3338	3848	4371	5966
sg_11188_2	NISCH	1549	1967	2156	2159	1927	3853
sg_51134_4	CEP83	792	701	814	326	1000	949
sg_340024_2	SLC6A19	2096	2437	2702	3303	3151	4243
sg_7402_3	UTRN	1186	1107	760	1151	1212	699
sg_1362_1	CPD	2240	2864	5626	3932	2381	3935
sg_83723_1	FAM57B	2507	2106	1094	1441	1196	1643
sg_9853_2	RUSC2	4570	4457	3290	5886	3939	5645
sg_9144_4	SYNGR2	2020	2364	1572	2737	2525	2270
sg_79616_2	CCNJL	1186	1427	2070	2532	1474	2415
sg_10362_1	HMG20B	2740	4068	3752	6217	7176	5793
sg_9240_1	PNMA1	2867	2995	2233	4563	2347	2794
sg_283927_4	NUDT7	711	1172	2243	2527	2312	1872
sg_1760_2	DMPK	150	155	165	144	56	93
sg_51360_1	MBTPS2	1396	1938	0	0	0	0
sg_8705_4	B3GALT4	954	641	602	1470	1552	481
sg_NTC_662	Non_Targeting_Control_662	3530	5102	5610	8217	8254	8671
sg_170712_2	COX7B2	1070	1228	734	2301	901	1235
sg_51666_1	ASB4	1954	2257	2283	2742	3192	3316
sg_1889_2	ECE1	1757	2801	2217	4729	3594	2151
sg_64682_2	ANAPC1	1711	165	0	15	0	0
sg_81466_3	OR2L5	1313	1455	976	2651	1297	1714
sg_116448_3	OLIG1	3676	5247	4865	9015	6564	6070
sg_341676_3	NEK5	1147	1046	1080	1503	2235	1642
sg_793_3	CALB1	2548	3471	3274	6078	5531	4028
sg_309_3	ANXA6	1478	1914	1377	1321	958	1870
sg_171586_1	ABHD3	1393	1720	1689	2514	2213	3219
sg_253017_1	TECRL	735	884	275	918	520	1213
sg_9049_1	AIP	2102	2472	3455	6132	7160	7061
sg_136371_1	ASB10	3480	4081	4157	6321	3631	4664
sg_3046_4	HBE1	819	1037	499	1623	574	1610
sg_92255_3	LMBRD2	1612	1800	2837	3925	3951	3429
sg_2006_3	ELN	480	698	434	580	829	1441
sg_3744_1	KCNA10	951	727	448	638	368	652
sg_10154_4	PLXNC1	2099	2334	2141	4145	2846	2949
sg_4168_3	MCF2	1372	1778	1859	3509	2402	2573
sg_5350_2	PLN	2441	3571	5131	4871	4564	6069
sg_81442_3	OR6N2	3763	4578	2582	3340	2769	2579
sg_3811_1	KIR3DL1	1676	1950	1259	1971	1492	1731
sg_22889_2	KIAA0907	2067	2298	2288	3117	2722	2161
sg_5649_3	RELN	3303	4467	3400	5269	6181	7428
sg_8405_4	SPOP	1261	1067	402	343	271	330
sg_140885_3	SIRPA	1251	1133	532	791	1054	919
sg_3048_3	HBG2	889	749	310	300	194	82
sg_150248_4	C22orf15	1583	1699	2083	3020	3662	1993
sg_57730_2	ANKRD36B	2218	1674	1239	1390	2301	800
sg_56133_4	PCDHB2	1092	1255	446	1708	885	1125
sg_56936_3	CCDC177	668	711	469	526	552	719
sg_10451_2	VAV3	1917	2492	1725	3926	2531	2365
sg_26285_3	CLDN17	2640	3594	3618	5309	4957	4965
sg_84302_3	TMEM246	2976	3906	2814	3318	4256	4779
sg_1371_1	CPOX	3093	2235	716	1622	625	1377
sg_90523_2	MLIP	1697	1720	2361	3953	2394	4189
sg_200726_3	LOC200726	1658	1748	1142	2582	1893	1881
sg_10928_2	RALBP1	1552	1609	1023	1213	1732	1172
sg_10517_3	FBXW10	2578	2755	2239	1913	1283	1770
sg_5991_3	RFX3	2225	2450	2837	3318	4487	4170
sg_140775_1	SMCR8	1920	1788	1971	1738	1267	1739
sg_4807_1	NHLH1	780	1053	550	943	1231	608
sg_79710_3	MORC4	998	982	1155	1040	1219	1227
sg_254439_1	C11orf86	3187	3400	3203	5658	2973	3847
sg_283298_3	OLFML1	4010	4720	5637	8793	7396	8328
sg_4916_4	NTRK3	3354	3584	3135	4243	3011	4178
sg_53342_2	IL17D	1628	1617	1281	2774	2222	2062
sg_9084_2	VCY	2205	3196	4648	8655	7863	5357
sg_9927_2	MFN2	2336	2308	250	123	209	63
sg_9866_3	TRIM66	1264	1250	1248	1263	1509	1287
sg_135_1	ADORA2A	1543	1139	576	678	1200	837
sg_109_1	ADCY3	2335	2486	1300	2550	1770	1608
sg_165545_4	DQX1	2893	2933	3203	2978	2384	4479
sg_80155_3	NAA15	2408	2409	105	225	128	148
sg_6157_4	RPL27A	973	661	65	125	154	86
sg_1572_1	CYP2F1	2805	3106	3473	5921	4022	4636
sg_10279_4	PRSS16	2596	2863	1968	4192	2222	3128
sg_9510_4	ADAMTS1	2681	3513	5107	9794	5650	7249
sg_24145_4	PANX1	1589	2061	1295	2866	2381	2396
sg_115294_3	PCMTD1	2008	1712	595	1455	1439	1237
sg_23161_1	SNX13	2359	2856	1749	2639	2763	2425
sg_2637_3	GBX2	2523	3211	3508	5513	5449	5445
sg_9989_4	PPP4R1	2557	3339	1826	2600	2519	3640
sg_1419_4	CRYGB	1504	1451	1157	2309	2346	1873
sg_3720_1	JARID2	1216	1255	2658	2037	1703	2537
sg_79718_4	TBL1XR1	833	1109	703	722	1655	1737
sg_780_2	DDR1	2843	3796	3066	6733	5362	3824
sg_401565_1	FAM166A	1926	2381	2708	4313	3219	3997
sg_7022_3	TFAP2C	2188	2984	3007	4001	6813	4225
sg_5933_2	RBL1	927	1214	1340	1694	2066	3408
sg_221613_2	HIST1H2AA	3492	3636	3028	4467	3948	5082
sg_57189_2	KIAA1147	334	259	256	320	261	119
sg_51614_4	ERGIC3	1469	1053	932	1425	943	1989
sg_5009_1	OTC	2177	2096	876	2080	1123	928
sg_6866_3	TAC3	500	276	988	1012	1154	417
sg_2072_2	ERCC4	1803	2505	166	520	237	286
sg_55051_1	NRDE2	1047	1711	2173	3461	1760	2609
sg_10445_2	MCRS1	1973	970	118	422	63	99
sg_10785_1	WDR4	552	1051	2	0	14	28
sg_84708_2	LNX1	3064	2960	2049	2765	2112	3617
sg_9758_1	FRMPD4	1702	2554	2766	3006	4484	3168
sg_2290_4	FOXG1	3426	4315	4268	8043	4244	5277
sg_378108_2	TRIM74	1330	1075	639	903	1174	522
sg_51319_3	RSRC1	1090	1489	2048	2660	3442	3837
sg_NTC_634	Non_Targeting_Control_634	2671	3728	8233	10578	8640	12031
sg_4879_3	NPPB	526	662	1071	3146	801	865
sg_4144_1	MAT2A	2817	738	96	21	25	154
sg_55233_1	MOB1A	4987	4944	3001	6343	4540	5457
sg_388228_2	SBK1	955	892	774	1111	899	695
sg_728741_4	NPIPB6	2457	1435	676	1908	1470	1439
sg_57547_1	ZNF624	841	1361	479	1026	874	535
sg_3276_4	PRMT1	1559	868	0	0	0	0
sg_629_3	CFB	1511	1123	545	791	665	1039
sg_441869_3	ANKRD65	1506	1898	2481	2346	2232	1568
sg_8821_1	INPP4B	3223	3189	2298	6224	4712	3742
sg_84934_3	RITA1	2648	1936	1884	4051	2842	2282
sg_7102_4	TSPAN7	2353	3112	2223	3435	2494	2967
sg_100134391_3	LOC100134391	1648	2571	4141	8253	6089	5858
sg_55552_3	ZNF823	1040	1102	2343	1655	1228	1977
sg_23020_1	SNRNP200	1795	442	408	580	260	484
sg_187_2	APLNR	1043	1075	1734	2026	1642	1729
sg_27185_2	DISC1	2462	3472	3559	4401	4679	5366
sg_7922_4	SLC39A7	1658	1145	869	1532	2215	1888
sg_8749_2	ADAM18	1190	1166	779	1308	628	978
sg_136242_1	PRSS37	2904	3135	2078	3879	3099	3987
sg_80741_1	LY6G5C	751	846	367	1077	955	1002
sg_10008_2	KCNE3	2074	3465	4025	5708	4410	5150
sg_391253_2	SPINT4	1436	1528	1099	988	738	1316
sg_85462_3	FHDC1	1468	2255	2347	4171	3381	3439
sg_147166_3	TRIM16L	2885	3213	1242	2954	1718	1492
sg_729233_2	PRR20B	894	1001	389	631	1092	1389
sg_10430_2	TMEM147	2108	1964	513	342	273	267
sg_1399_2	CRKL	1224	927	49	85	62	73
sg_2639_1	GCDH	1987	1555	1246	3499	2505	2761
sg_10745_4	PHTF1	709	479	496	1569	280	763
sg_54165_1	DCUN1D1	1866	2195	1975	2849	3718	2912
sg_389203_1	SMIM20	1793	2512	3210	2803	2766	3483
sg_23588_2	KLHDC2	2804	2996	2247	3081	1871	2134
sg_7697_4	ZNF138	787	888	671	913	1943	997
sg_9777_1	TM9SF4	3139	2908	2577	2635	1701	2259
sg_7782_4	SLC30A4	968	1003	578	1887	1186	2060
sg_5619_2	PRM1	3164	4132	4290	5917	4502	5485
sg_NTC_32	Non_Targeting_Control_32	3166	5199	10934	13890	9793	12241
sg_29119_3	CTNNA3	1529	2131	2505	5047	2498	2166
sg_93408_3	MYL10	516	837	667	1356	1245	920
sg_6550_3	SLC9A3	612	774	606	952	1016	205
sg_84812_3	PLCD4	1749	2287	3107	4010	3659	4582
sg_1134_4	CHRNA1	1127	1088	716	544	479	847
sg_83538_1	TTC25	2608	2912	2284	4567	2257	2765
sg_255324_2	EPGN	1561	1701	2174	1487	1984	2143
sg_84304_2	NUDT22	2312	3036	1720	3248	1898	2522
sg_8076_1	MFAP5	1614	2190	1373	2656	3305	2524
sg_387103_4	CENPW	1543	591	846	525	653	367
sg_54020_2	SLC37A1	2393	2633	1843	2370	2153	2326
sg_2622_4	GAS8	2362	2768	3273	4158	4054	4202
sg_54796_2	BNC2	1956	2676	2749	2822	2061	2635
sg_27165_2	GLS2	930	764	759	574	727	510
sg_79652_4	TMEM204	1879	1800	1632	1178	1847	1505
sg_92552_3	ATXN3L	759	961	1673	1147	998	2119
sg_26523_2	AGO1	1264	1287	1091	2032	2203	920
sg_116987_3	AGAP1	2702	3107	3351	5263	5811	4784
sg_196264_2	MPZL3	3902	4081	2683	4855	4678	6730
sg_NTC_656	Non_Targeting_Control_656	2384	3559	5190	7197	5654	4936
sg_376132_3	LRRC10	1488	1334	1346	2170	2122	1682
sg_2625_4	GATA3	1618	1894	1328	2114	1791	2222
sg_23731_4	TMEM245	1238	1184	1557	1472	1357	1392
sg_25870_2	SUMF2	408	449	598	184	465	103
sg_9871_4	SEC24D	1335	1652	923	1970	1639	1656
sg_10768_2	AHCYL1	3161	1935	241	846	635	654
sg_3178_3	HNRNPA1	1396	1051	644	321	218	293
sg_343173_1	OR2T3	2227	2291	921	1795	1567	1126
sg_8685_4	MARCO	640	351	266	626	124	97
sg_11181_4	TREH	497	506	68	501	156	112
sg_219654_1	ZCCHC24	2337	2110	2305	1685	2042	2680
