"","Gene","score","fdr","lfc","normZ","rank","fdr_synth","geneType","Classification"
"315","RHBDF1",0.0069207,0.9314,-1.1205,-2.4,169,0.846,NA,"other"
"316","OR10J1",0.0069275,0.942842,-2.6251,-2.29,214,0.892,NA,"other"
"317","GNRH2",0.0069644,0.933804,-2.1804,-2.07,352,0.944,NA,"other"
"318","CNTF",0.0069709,0.913706,-2.3397,-2.29,215,0.892,NA,"other"
"319","CSNK1E",0.0069883,0.942842,-1.6319,-1.12,2251,0.99,NA,"other"
"320","H6PD",0.0070005,0.913706,0.14371,-1.62,895,0.99,NA,"other"
"321","ST14",0.0070679,0.934253,-5.4192,-2.86,46,0.743,NA,"other"
"322","SLC28A3",0.0070688,0.867096,-0.73668,-1.18,2037,0.99,NA,"other"
"323","RBM42",0.0070744,0.934253,-1.4778,-1.8,621,0.99,NA,"other"
"324","NXNL1",0.007076,0.942842,-2.2646,-3.03,34,0.622,NA,"other"
"325","DERA",0.0071063,0.913706,-2.5454,-2.1,331,0.944,NA,"other"
"326","DPAGT1",0.0071808,0.867096,-3.4671,-3.1,28,0.585,NA,"other"
"327","TMEM11",0.0071924,0.935777,-5.4131,-2.78,62,0.764,NA,"other"
"328","TRAPPC11",0.007215,0.935777,-3.8639,-2.76,65,0.774,NA,"other"
"329","FBXW4",0.0072276,0.913706,-2.7625,-2.11,324,0.944,NA,"other"
"330","AFAP1L2",0.007249,0.935777,-1.7592,-0.76,3838,0.99,NA,"other"
"331","CCDC71L",0.0072811,0.913706,-4.4905,-2.28,221,0.892,NA,"other"
"332","SPATA5L1",0.0073717,0.935777,-2.7967,-1.7,750,0.99,NA,"other"
"333","AURKAIP1",0.0073732,0.942842,-1.1284,-1.98,422,0.979,NA,"other"
"334","PPP1R3D",0.0073773,0.935777,-1.7527,-1.17,2073,0.99,NA,"other"
"335","PSMA8",0.0074035,0.935777,-5.3906,-1.93,470,0.979,NA,"other"
"336","USP21",0.0074048,0.867096,-1.6562,-1.96,447,0.979,NA,"other"
"337","KLHL31",0.0074418,0.935777,-1.4198,-2.32,197,0.892,NA,"other"
"338","ADAR",0.0074509,0.935777,-1.0446,-1.68,787,0.99,NA,"other"
"339","PCDHB14",0.0074757,0.935777,-0.30749,-0.06,8297,0.99,NA,"other"
"340","TEDDM1",0.0074835,0.94696,-1.2929,-1.82,591,0.99,NA,"other"
"341","RPGRIP1",0.0074946,0.935777,-1.2177,-2.25,232,0.906,NA,"other"
"342","PIK3R5",0.007524,0.913706,-1.445,-1.2,1989,0.99,NA,"other"
"343","TSPAN18",0.0075426,0.935777,0.13408,0.2,10252,0.99,NA,"other"
"344","THOC5",0.0076293,0.913706,-4.2232,-3.03,35,0.622,NA,"other"
"345","PIAS4",0.0076475,0.935777,-1.9794,-3.12,27,0.581,NA,"other"
"346","IFLTD1",0.0076764,0.935777,-2.0194,-2.39,173,0.849,NA,"other"
"347","FTH1",0.0076961,0.877661,-0.84748,-1.21,1942,0.99,NA,"other"
"348","PLEKHH3",0.0077148,0.913706,-0.75928,-0.41,5987,0.99,NA,"other"
"349","NEUROD1",0.0077422,0.947711,-2.1954,-2.21,254,0.92,NA,"other"
"350","HOXC4",0.0077432,0.935777,-0.33891,0.11,9575,0.99,NA,"other"
"351","PGLS",0.0077827,0.913706,-1.3145,-1.25,1849,0.99,NA,"other"
"352","LRRC8C",0.0077906,0.913706,-1.6498,-1.54,1083,0.99,NA,"other"
"353","NFATC2IP",0.0078015,0.935777,-1.6568,-0.64,4500,0.99,NA,"other"
"354","C17orf100",0.0078187,0.949237,-0.83575,-1.24,1879,0.99,NA,"other"
"355","HEY1",0.0078368,0.935777,-3.1934,-2.64,89,0.816,NA,"other"
"356","TGM6",0.0079113,0.935777,-3.4456,-2.18,271,0.931,NA,"other"
"357","FGD1",0.0079416,0.913706,-3.0047,-2.09,338,0.944,NA,"other"
"358","SMPD4",0.0079611,0.935777,-0.77238,-1.38,1450,0.99,NA,"other"
"359","TUBB8",0.007965,0.888096,-0.47154,-0.84,3454,0.99,NA,"other"
"360","DPPA2",0.0079744,0.935777,-2.8735,-2.66,80,0.816,NA,"other"
"361","RNASET2",0.0079976,0.913706,-0.68805,-0.93,3014,0.99,NA,"other"
"362","RAB3B",0.0080107,0.935777,-0.07332,-1,2728,0.99,NA,"other"
"363","OR52N5",0.0080474,0.957407,-0.34029,-0.5,5375,0.99,NA,"other"
"364","FURIN",0.0080538,0.913706,-1.6757,-1.54,1063,0.99,NA,"other"
"365","ZNF778",0.008086,0.957407,-1.4765,-1.81,602,0.99,NA,"other"
"366","OTOGL",0.0081218,0.888096,-1.2829,-1.61,903,0.99,NA,"other"
"367","VWDE",0.0081222,0.93588,-1.2219,-1.49,1184,0.99,NA,"other"
"368","YBX1",0.0081402,0.957407,-4.5098,-2.4,170,0.846,NA,"other"
"369","SRSF11",0.0081749,0.913706,-3.0194,-2.48,129,0.846,"Essential","Essential"
"370","TRAFD1",0.0082169,0.93588,-2.7352,-0.59,4826,0.99,NA,"other"
"371","FAM35A",0.0082781,0.935897,-0.80904,-1.2,1982,0.99,NA,"other"
"372","MARCO",0.008301,0.888096,-0.88536,-1.25,1853,0.99,NA,"other"
"373","OR10H3",0.0083599,0.935897,-0.70212,-1.74,694,0.99,"Nonessential","Nonessential"
"374","FAM107B",0.0083793,0.935897,-1.978,-2.01,399,0.975,NA,"other"
"375","SPDYE4",0.0084284,0.935897,-2.0807,-2.58,102,0.845,NA,"other"
"376","VAMP8",0.008446,0.935897,-2.3796,-1.81,595,0.99,NA,"other"
"377","ENTPD5",0.008449,0.935897,-2.0304,-2.99,39,0.627,NA,"other"
"378","KDM5C",0.0084639,0.957407,-2.1657,-2.05,371,0.958,NA,"other"
"379","BANP",0.0084786,0.93676,-0.40942,-0.02,8637,0.99,NA,"other"
"380","VSTM2L",0.0085188,0.913706,-4.964,-3.37,15,0.446,NA,"other"
"381","EXOSC3",0.0085317,0.937695,-0.44684,-1.02,2624,0.99,NA,"other"
"382","PDZD2",0.0085661,0.957407,-2.6552,-1.58,973,0.99,NA,"other"
"383","EPB41L4A",0.00861,0.913706,-1.6782,-1.42,1354,0.99,NA,"other"
"384","PLCD4",0.0086519,0.913706,0.10432,-0.26,6951,0.99,NA,"other"
"385","PSMD2",0.0086573,0.958133,-1.3358,-1.57,980,0.99,NA,"other"
"386","TMEM63C",0.0086625,0.941308,-2.6789,-2.52,116,0.846,NA,"other"
"387","DHRS7B",0.0086965,0.913706,-0.71197,-1.1,2344,0.99,NA,"other"
"388","MALSU1",0.0087093,0.95978,-0.97516,-0.88,3259,0.99,NA,"other"
"389","FLJ27365",0.0087858,0.913706,0.29015,-0.22,7293,0.99,NA,"other"
"390","RBBP5",0.0089464,0.942842,-5.1339,-2.94,44,0.663,"Essential","Essential"
"391","SLC1A7",0.0090075,0.942842,-2.8269,-2.16,286,0.941,NA,"other"
"392","MRPL48",0.0090088,0.913706,-1.8571,-1.42,1349,0.99,"Essential","Essential"
"393","SCGB2A1",0.0090287,0.942842,-0.47491,0.21,10265,0.99,NA,"other"
"394","SPRTN",0.0090479,0.913706,-1.5158,-1.4,1397,0.99,NA,"other"
"395","NKX2-4",0.00908,0.942842,-0.80904,0,8774,0.99,NA,"other"
"396","HPN",0.0090977,0.942842,-1.75,-1.57,994,0.99,NA,"other"
"397","PSMG1",0.009098,0.913706,-2.1394,-1.51,1125,0.99,"Essential","Essential"
"398","GSTA3",0.0091076,0.889623,-0.35208,-0.58,4903,0.99,NA,"other"
"399","CCDC36",0.0091212,0.942842,-2.02,-1.63,874,0.99,NA,"other"
"400","CABYR",0.0091426,0.913706,-0.16741,-0.45,5726,0.99,NA,"other"
"401","B4GALT1",0.0091476,0.942842,-2.5964,-1.77,648,0.99,NA,"other"
"402","TRIM5",0.0091783,0.942842,-1.8768,-2.3,208,0.892,NA,"other"
"403","KEAP1",0.0092039,0.960817,-0.77855,-1.24,1860,0.99,NA,"other"
"404","SAMD5",0.0092062,0.913706,-3.5929,-2.82,55,0.743,NA,"other"
"405","NXF1",0.009239,0.942842,-3.3616,-2.6,97,0.833,NA,"other"
"406","TRIM56",0.009245,0.913706,-2.2566,-1.72,737,0.99,NA,"other"
"407","TM4SF20",0.0092523,0.942842,-1.4974,-1.29,1704,0.99,NA,"other"
"408","CCDC159",0.0092804,0.942842,-0.80904,-0.78,3765,0.99,NA,"other"
"409","NCBP1",0.0092869,0.894563,-0.93604,-1.3,1683,0.99,NA,"other"
"410","PER1",0.0092924,0.913706,-2.1831,-1.88,528,0.99,NA,"other"
"411","LIPT1",0.0093324,0.960817,-0.97464,-1.39,1440,0.99,NA,"other"
"412","VAT1",0.0093357,0.913706,-1.4689,-1.2,1994,0.99,NA,"other"
"413","CYP26B1",0.0093363,0.942842,-3.3135,-2.72,70,0.799,NA,"other"
"414","ANKRD24",0.0093834,0.913706,-2.0224,-1.95,454,0.979,NA,"other"
"415","HOMER2",0.0093971,0.960817,-1.9445,-2.24,245,0.907,NA,"other"
"416","CTNNBL1",0.0094072,0.960817,-1.9637,-2.65,83,0.816,"Essential","Essential"
"417","RHBDD3",0.0094102,0.913706,-1.2338,-1.39,1432,0.99,NA,"other"
"418","RMI1",0.0094138,0.913706,-1.0403,-1.37,1470,0.99,NA,"other"
"419","ACYP1",0.0094351,0.960817,-1.8127,-1.3,1685,0.99,NA,"other"
"420","SLC7A14",0.0095312,0.960817,-3.1712,-2.07,359,0.951,NA,"other"
"421","CA3",0.0095476,0.94696,-0.42969,-0.46,5629,0.99,NA,"other"
"422","ZMAT4",0.0096204,0.960817,-1.405,-1.74,699,0.99,NA,"other"
"423","RNF135",0.0096504,0.94696,-3.9348,-2.4,171,0.846,NA,"other"
"424","EIF5AL1",0.0096811,0.94696,0.35541,0.32,10972,0.99,NA,"other"
"425","SF3A2",0.0096929,0.94696,-1.9196,-1.57,982,0.99,NA,"other"
"426","FAM150A",0.0097013,0.960817,-0.73497,-0.81,3604,0.99,NA,"other"
"427","FSTL4",0.0097069,0.94696,-3.1849,-2.29,212,0.892,NA,"other"
"428","MOBP",0.0097416,0.960817,-1.7808,-2.55,112,0.846,NA,"other"
"429","SMC2",0.0097479,0.94696,1.3979,0.65,13112,0.992,"Essential","Essential"
"430","PSMA1",0.0097773,0.960817,-1.1681,-1.67,807,0.99,NA,"other"
"431","MTHFD1",0.0098116,0.929591,-0.89585,-1.45,1287,0.99,NA,"other"
"432","URI1",0.0098147,0.947711,-1.8676,-1.94,467,0.979,"Essential","Essential"
"433","RETSAT",0.009832,0.962529,-1.9199,-1.73,724,0.99,NA,"other"
"434","EZH1",0.0098663,0.962584,-0.083895,-1.29,1725,0.99,NA,"other"
"435","ACD",0.0098921,0.949237,-0.73942,-0.76,3826,0.99,NA,"other"
"436","NUDCD3",0.0098962,0.949237,-0.90926,-1.29,1720,0.99,NA,"other"
"437","RNASEK",0.0099008,0.929591,-1.5428,-1.34,1563,0.99,NA,"other"
"438","MRPL14",0.0099814,0.908045,-0.39701,-0.66,4402,0.99,NA,"other"
"439","PDZD4",0.010095,0.96656,-1.5079,-1.43,1331,0.99,NA,"other"
"440","OTUD1",0.010124,0.96656,-1.0495,-1.76,669,0.99,NA,"other"
"441","PRSS54",0.010127,0.96656,-3.0505,-2.35,190,0.873,NA,"other"
"442","LRRC36",0.010167,0.934253,-3.2872,-2.2,262,0.923,NA,"other"
"443","OR4X2",0.010181,0.934253,-4.3019,-2.06,360,0.958,NA,"other"
"444","C2orf54",0.010183,0.957407,-0.72304,-1.22,1932,0.99,NA,"other"
"445","PDCD2",0.010184,0.957407,-5.1918,-2.62,92,0.833,NA,"other"
"446","SUSD3",0.01024,0.935777,-0.44852,-0.66,4409,0.99,NA,"other"
"447","FAM174B",0.010243,0.957407,-1.1185,-1.74,704,0.99,NA,"other"
"448","TBC1D10A",0.010349,0.957407,-0.45791,-0.77,3825,0.99,NA,"other"
"449","S100A16",0.010384,0.957407,-5.1708,-2.02,394,0.97,NA,"other"
"450","DPH3",0.01039,0.935777,-2.791,-1.77,655,0.99,NA,"other"
"451","PAAF1",0.010444,0.957407,-2.5911,-1.49,1162,0.99,NA,"other"
"452","RAB37",0.010503,0.957407,-2.6594,-2,409,0.975,NA,"other"
"453","MADCAM1",0.010549,0.957407,-0.98527,-1.2,1980,0.99,NA,"other"
"454","OR2B11",0.010567,0.976008,-2.724,-1.37,1483,0.99,NA,"other"
"455","ZMIZ1",0.010578,0.976008,-0.93154,-1.64,863,0.99,NA,"other"
"456","PDCD6IP",0.010586,0.908045,-1.6815,-1.75,683,0.99,NA,"other"
"457","ACOT4",0.010616,0.957407,-0.53696,-0.46,5660,0.99,NA,"other"
"458","ZNF358",0.010683,0.957407,-0.54854,-1.27,1788,0.99,NA,"other"
"459","ARL6",0.010694,0.935777,-1.559,-1.2,1985,0.99,NA,"other"
"460","SRP54",0.010749,0.957407,-1.7031,-1.13,2226,0.99,NA,"other"
"461","ALDH1A2",0.010753,0.957407,-0.92839,-1.24,1861,0.99,NA,"other"
"462","TMEM208",0.010754,0.957407,-0.67951,-0.95,2941,0.99,NA,"other"
"463","PRR5",0.010788,0.908045,-0.88176,-1.2,1998,0.99,NA,"other"
"464","FUT3",0.010816,0.957407,-1.0075,-1.41,1389,0.99,NA,"other"
"465","CD2AP",0.010844,0.976008,-0.051437,-0.4,6039,0.99,NA,"other"
"466","PHF14",0.010878,0.957407,-1.1869,-1.23,1901,0.99,NA,"other"
"467","PID1",0.010883,0.957407,-1.0007,-1.03,2573,0.99,NA,"other"
"468","ST5",0.010926,0.935777,-2.3111,-1.44,1311,0.99,NA,"other"
"469","CCDC88C",0.010932,0.976008,-4.3378,-3.57,9,0.347,NA,"other"
"470","PPP1R26",0.011083,0.960817,-0.67531,-1.4,1400,0.99,NA,"other"
"471","TMEM41B",0.011111,0.976008,-0.83039,-1.19,2027,0.99,NA,"other"
"472","CYP4A11",0.011136,0.960817,-1.3229,-1.72,730,0.99,NA,"other"
"473","IFNW1",0.011141,0.960817,-0.88381,-0.64,4534,0.99,NA,"other"
"474","EMC4",0.01115,0.960817,0.14401,-0.1,8038,0.99,NA,"other"
"475","GRPEL1",0.011157,0.935777,-1.5134,-1.37,1472,0.99,"Essential","Essential"
"476","LEMD2",0.0112,0.976008,-2.1208,-1.64,846,0.99,NA,"other"
"477","AP2A1",0.011214,0.935777,-1.1887,-1.63,877,0.99,NA,"other"
"478","AGBL4",0.011216,0.960817,-0.29094,-0.72,4050,0.99,NA,"other"
"479","FCAMR",0.011261,0.976008,-2.8214,-1.31,1653,0.99,NA,"other"
"480","MYADML2",0.011282,0.935777,-1.0839,-1.19,2009,0.99,NA,"other"
"481","MLST8",0.011285,0.935777,-1.3466,-1.59,944,0.99,NA,"other"
"482","TEC",0.011312,0.976008,-0.31737,0.25,10520,0.99,NA,"other"
"483","PGK1",0.011327,0.935777,-1.0839,-1.52,1108,0.99,"Essential","Essential"
"484","ZFP62",0.01135,0.960817,-0.80318,-1.96,448,0.979,NA,"other"
"485","NIM1",0.011372,0.935777,-2.523,-1.48,1191,0.99,NA,"other"
"486","ERMN",0.011523,0.960817,-4.2636,-2.2,265,0.923,NA,"other"
"487","TIAL1",0.011555,0.976008,-2.553,-1.24,1865,0.99,NA,"other"
"488","ACAD10",0.011571,0.960817,-0.62859,-1.17,2098,0.99,NA,"other"
"489","PTCHD1",0.011635,0.960817,-1.1054,-1.41,1395,0.99,NA,"other"
"490","IQCJ",0.011639,0.93588,-0.38453,-0.27,6881,0.99,NA,"other"
"491","BTC",0.011679,0.976008,-2.6173,-2.03,387,0.961,NA,"other"
"492","PSMD4",0.011728,0.93588,-0.23093,-0.55,5036,0.99,"Essential","Essential"
"493","LYRM7",0.01175,0.960817,-1.4313,-1.83,573,0.99,NA,"other"
"494","RNF145",0.011773,0.93588,-0.62588,-0.86,3348,0.99,NA,"other"
"495","LRP2",0.011817,0.960817,0.35541,-0.5,5401,0.99,NA,"other"
"496","KDM2B",0.011901,0.976008,-2.433,-1.63,880,0.99,NA,"other"
"497","GSDMA",0.011917,0.960817,-3.7115,-3.08,30,0.585,NA,"other"
"498","FBXL18",0.01195,0.960817,-0.65019,-1.3,1699,0.99,NA,"other"
"499","LRRTM1",0.011951,0.935897,-0.48358,-0.84,3487,0.99,NA,"other"
"500","MOGS",0.012017,0.960817,0.17403,-0.29,6747,0.99,NA,"other"
"501","LRP5",0.01204,0.935897,-0.2157,-0.37,6182,0.99,NA,"other"
"502","ABCD4",0.012049,0.979263,-1.1968,-1.77,656,0.99,NA,"other"
"503","PDGFRL",0.012059,0.979263,-1.7796,-1.69,764,0.99,NA,"other"
"504","IGF1R",0.012063,0.960817,-0.75728,-1.26,1830,0.99,NA,"other"
"505","VWA3A",0.012083,0.960817,-0.84001,-0.75,3928,0.99,NA,"other"
"506","RIMS1",0.012217,0.960817,-1.2265,-0.54,5112,0.99,NA,"other"
"507","MYH14",0.012266,0.981836,0.21048,-0.12,7879,0.99,NA,"other"
"508","COL6A2",0.012283,0.960817,-0.18047,0.6,12807,0.992,NA,"other"
"509","TRPM5",0.012284,0.960817,-0.94632,-2.15,293,0.944,NA,"other"
"510","PACSIN1",0.012301,0.960817,-3.4476,-2,412,0.975,NA,"other"
"511","TNFSF13B",0.01235,0.960817,-0.31916,0.21,10272,0.99,NA,"other"
"512","HIST1H4G",0.012361,0.960817,-2.9046,-1.63,875,0.99,NA,"other"
"513","RORB",0.012401,0.913706,-5.205,-3.51,11,0.353,NA,"other"
"514","FBXO2",0.012424,0.913706,-2.2263,-1.95,452,0.979,NA,"other"
"515","TMEM50B",0.012443,0.981836,-1.3178,-2.13,308,0.944,NA,"other"
"516","ZNF688",0.012475,0.962584,-1.3365,-2.32,196,0.892,NA,"other"
"517","COLEC10",0.012499,0.962584,-2.9513,-1.62,896,0.99,NA,"other"
"518","PSMB2",0.012532,0.981836,-0.29123,-0.41,5980,0.99,NA,"other"
"519","HECTD1",0.012574,0.942842,-3.0641,-3.14,26,0.575,NA,"other"
"520","PNN",0.012635,0.96656,-1.073,-1.14,2196,0.99,NA,"other"
"521","CHID1",0.012708,0.942842,-0.16233,-0.11,7992,0.99,NA,"other"
"522","CCL8",0.012715,0.96656,-1.5625,-1.49,1189,0.99,NA,"other"
"523","PAMR1",0.012779,0.942842,-1.2822,-1.22,1917,0.99,NA,"other"
"524","TMEM236",0.012782,0.981836,-0.51888,-1.28,1759,0.99,NA,"other"
"525","GID8",0.012872,0.913706,-0.70042,-0.94,2972,0.99,NA,"other"
"526","AUTS2",0.012898,0.981836,-1.5529,-1.56,1003,0.99,NA,"other"
"527","TRMT10B",0.012926,0.942842,-1.2866,-1.08,2389,0.99,NA,"other"
"528","SCEL",0.012931,0.942842,-1.2424,-0.98,2781,0.99,NA,"other"
"529","MAP3K7",0.012988,0.942842,-3.5891,-2.25,239,0.906,NA,"other"
"530","HSBP1",0.013023,0.942842,-1.9126,-1.49,1181,0.99,NA,"other"
"531","CAPN14",0.013039,0.942842,-1.7338,-1.21,1948,0.99,NA,"other"
"532","MPEG1",0.013047,0.981836,-2.1883,-2.46,136,0.846,NA,"other"
"533","ODF2L",0.013064,0.942842,-0.57426,-0.72,4078,0.99,NA,"other"
"534","FABP3",0.01307,0.976008,-1.8398,-2.05,365,0.958,NA,"other"
"535","CCDC34",0.013108,0.942842,0.045029,-0.49,5451,0.99,NA,"other"
"536","LHFPL4",0.013158,0.981836,-1.4011,-1.61,915,0.99,NA,"other"
"537","MRPS18B",0.01317,0.976008,-0.6598,-0.82,3579,0.99,NA,"other"
"538","DSN1",0.013172,0.942842,-0.356,-0.49,5463,0.99,NA,"other"
"539","OR11H4",0.013178,0.976008,-3.6063,-1.77,654,0.99,NA,"other"
"540","ADAMTSL4",0.013196,0.976008,-2.5093,-1.6,931,0.99,NA,"other"
"541","TKTL2",0.013216,0.976008,-0.70073,-1.11,2307,0.99,"Nonessential","Nonessential"
"542","YKT6",0.013249,0.942842,-3.108,-1.82,592,0.99,"Essential","Essential"
"543","TYROBP",0.013264,0.981836,-0.31317,-0.76,3837,0.99,NA,"other"
"544","IGFBP2",0.013331,0.981836,-0.87069,-0.85,3404,0.99,NA,"other"
"545","POLR3GL",0.013331,0.942842,-0.99256,-1.28,1740,0.99,NA,"other"
"546","KCTD8",0.013423,0.981836,-3.705,-2.83,52,0.743,NA,"other"
"547","ANKRD34C",0.01354,0.94696,-3.7477,-2.23,247,0.907,NA,"other"
"548","PHF12",0.013549,0.976008,-0.80904,-0.58,4912,0.99,NA,"other"
"549","TNFRSF19",0.013572,0.976008,-1.1276,-1.38,1459,0.99,NA,"other"
"550","CRB2",0.013597,0.981836,-0.86775,-0.12,7865,0.99,NA,"other"
"551","C6orf163",0.013611,0.913706,-0.7647,-0.99,2746,0.99,NA,"other"
"552","PI3",0.013655,0.94696,-2.1971,-1.49,1170,0.99,NA,"other"
"553","XRRA1",0.013659,0.981836,-2.8897,-1.75,682,0.99,NA,"other"
"554","NPIPB5",0.01367,0.94696,-3.4269,-1.71,741,0.99,NA,"other"
"555","EFNB1",0.013863,0.981836,-0.48559,-0.91,3097,0.99,NA,"other"
"556","DEF8",0.013882,0.976008,-1.3372,-0.83,3523,0.99,NA,"other"
"557","KHNYN",0.01391,0.94696,-3.1908,-1.97,434,0.979,NA,"other"
"558","MRPL45",0.013951,0.981836,-4.3742,-2.29,218,0.892,NA,"other"
"559","C8orf47",0.013958,0.976008,-3.0894,-1.99,418,0.977,NA,"other"
"560","C8orf34",0.014013,0.947711,-1.9057,-1.28,1755,0.99,NA,"other"
"561","HIPK1",0.014016,0.976008,-0.50953,-0.93,3034,0.99,NA,"other"
"562","SNAPIN",0.014021,0.976008,-6.0317,-2.64,90,0.816,NA,"other"
"563","UTP15",0.014029,0.981836,-2.7199,-2.37,178,0.869,NA,"other"
"564","ERBB2",0.014127,0.981836,-1.1088,-1.61,917,0.99,NA,"other"
"565","EIF3L",0.014134,0.976008,-2.5845,-1.68,783,0.99,NA,"other"
"566","MRPL49",0.014149,0.976008,-0.86327,-1.34,1551,0.99,NA,"other"
"567","TELO2",0.014181,0.951128,-6.576,-2.84,51,0.743,NA,"other"
"568","CSRP2BP",0.014182,0.976008,-0.21646,-0.37,6221,0.99,NA,"other"
"569","E2F1",0.014215,0.976008,0.81938,-0.35,6352,0.99,NA,"other"
"570","TOX3",0.014297,0.976008,-0.48468,-1.77,661,0.99,NA,"other"
"571","BHLHE41",0.014332,0.976008,-1.3243,-2.12,313,0.944,NA,"other"
"572","AKIP1",0.01434,0.976008,-3.1828,-1.84,556,0.99,NA,"other"
"573","ALDH4A1",0.014348,0.976008,-1.3372,-1.17,2088,0.99,NA,"other"
"574","IKZF4",0.014368,0.976008,-1.5223,-0.68,4296,0.99,NA,"other"
"575","SLC22A24",0.014403,0.976008,-1.0878,-1.36,1516,0.99,NA,"other"
"576","OR4D6",0.014415,0.976008,0.37702,-0.23,7167,0.99,NA,"other"
"577","WDFY3",0.014418,0.913706,-2.4952,-2.04,374,0.961,NA,"other"
"578","MRPL20",0.014455,0.976008,-0.67089,-1.45,1275,0.99,"Essential","Essential"
"579","SYT15",0.014482,0.976008,-0.10535,-2.17,276,0.931,NA,"other"
"580","AMN",0.014555,0.976008,-4.9355,-2.08,341,0.944,NA,"other"
"581","CLEC4D",0.014615,0.976008,-5.1909,-2.71,73,0.799,NA,"other"
"582","IRF2BP1",0.014621,0.957407,0.27561,-0.36,6231,0.99,NA,"other"
"583","KCNK2",0.014624,0.957407,-4.0208,-2.16,289,0.943,NA,"other"
"584","RPS2",0.014661,0.985333,-2.5006,-1.17,2090,0.99,NA,"other"
"585","KIFC2",0.014692,0.976008,-0.96075,-1.46,1243,0.99,NA,"other"
"586","S1PR5",0.014697,0.976008,-1.2065,-1.26,1801,0.99,NA,"other"
"587","CLP1",0.014706,0.957407,-3.3784,-2.11,321,0.944,NA,"other"
"588","KMT2A",0.01471,0.957407,-1.2322,-1.53,1091,0.99,NA,"other"
"589","TAS2R39",0.014748,0.976008,-1.6999,-1.4,1416,0.99,"Nonessential","Nonessential"
"590","ANKRD16",0.01476,0.976008,-2.9844,-2.04,379,0.961,NA,"other"
"591","XRN2",0.014776,0.913706,-3.3407,-2.48,125,0.846,NA,"other"
"592","RPL34",0.014798,0.913706,-0.76184,-0.98,2812,0.99,NA,"other"
"593","VWC2",0.014799,0.957407,-0.64892,-0.99,2737,0.99,NA,"other"
"594","PTPN5",0.014878,0.976008,-2.317,-1.92,495,0.982,NA,"other"
"595","ACTL6B",0.014886,0.976008,-1.608,-1.55,1047,0.99,NA,"other"
"596","FGF7",0.014888,0.957407,-0.98208,-1.31,1659,0.99,NA,"other"
"597","PAFAH1B2",0.014891,0.985333,-0.44934,-0.97,2843,0.99,NA,"other"
"598","TTC14",0.014896,0.957407,-3.2207,-2.04,372,0.961,NA,"other"
"599","OR14A16",0.014922,0.976008,-1.9458,-1.63,873,0.99,NA,"other"
"600","TUBB4A",0.014941,0.976008,-4.2849,-2.35,185,0.873,NA,"other"
"601","KRTAP6-2",0.014959,0.976008,-4.2835,-1.74,698,0.99,NA,"other"
"602","MOB4",0.014963,0.976008,-3.4956,-1.78,637,0.99,"Essential","Essential"
"603","KRTAP22-1",0.015014,0.976008,-0.50685,-0.16,7626,0.99,NA,"other"
"604","TM9SF1",0.015016,0.985333,-2.0332,-1.35,1522,0.99,NA,"other"
"605","LSG1",0.015044,0.957407,-4.5272,-2.13,310,0.944,NA,"other"
"606","COPE",0.015066,0.957407,-0.97754,-1.07,2422,0.99,NA,"other"
"607","BRE",0.01508,0.97657,-3.0947,-1.54,1054,0.99,NA,"other"
"608","ARX",0.015083,0.985333,-1.4502,-1.67,800,0.99,NA,"other"
"609","MBLAC1",0.015133,0.957407,-1.3435,-1.06,2459,0.99,NA,"other"
"610","PHTF1",0.015214,0.979263,-0.33609,0.12,9628,0.99,NA,"other"
"611","PRKAG3",0.015393,0.957407,-3.2052,-1.34,1552,0.99,NA,"other"
"612","ZNF551",0.015421,0.957407,-0.91196,-0.8,3693,0.99,NA,"other"
"613","TOLLIP",0.015425,0.985333,-4.3456,-1.76,672,0.99,NA,"other"
"614","INTS2",0.015448,0.957407,-1.3484,-1.2,1978,0.99,NA,"other"
"615","FAM102B",0.015457,0.985333,-2.761,-1.53,1088,0.99,NA,"other"
"616","GART",0.015466,0.957407,-1.9414,-2.29,217,0.892,NA,"other"
"617","CDC40",0.015493,0.913706,-1.0632,-1.18,2044,0.99,NA,"other"
"618","PLEKHM1",0.015538,0.985333,-1.5411,-1.56,1018,0.99,NA,"other"
"619","PSMG2",0.015547,0.985333,-0.99624,-1.47,1216,0.99,NA,"other"
"620","TMEM207",0.015605,0.981836,-3.1445,-1.03,2579,0.99,NA,"other"
"621","CAMSAP3",0.015651,0.981836,-2.3144,-2.18,269,0.931,NA,"other"
"622","CRCP",0.015666,0.95978,-3.3891,-1.87,539,0.99,NA,"other"
"623","C21orf58",0.015679,0.981836,-1.725,-2.62,93,0.833,NA,"other"
"624","MYEF2",0.015807,0.960817,-3.4246,-1.82,589,0.99,NA,"other"
"625","LGI2",0.015845,0.981836,-1.7852,-1.53,1089,0.99,NA,"other"
"626","MYBPHL",0.015879,0.981836,-0.80904,-1.51,1139,0.99,NA,"other"
"627","TSR2",0.015883,0.981836,-1.5369,-1.35,1538,0.99,"Essential","Essential"
"628","CCNA2",0.015917,0.985333,-0.60532,-0.26,6981,0.99,"Essential","Essential"
"629","RNF165",0.015971,0.960817,-1.3622,-1.19,2029,0.99,NA,"other"
"630","UGP2",0.015994,0.981836,-1.6234,-1.88,524,0.99,NA,"other"
"631","DHX9",0.016012,0.981836,-1.33,-1.81,594,0.99,NA,"other"
